,Name,Price,Price per,Unit,Packet Size,Supermarket,Category
248,Maggi Penne Tomate-Mozzarella,"1,39 €","1,72 €",Preis pro 1 KG,(Dose 810  Gramm),kaufland,Konserven
249,Maggi Ein Teller Erbsentopf mit Speck,"1,09 €","3,21 €",Preis pro 1 KG,(Dose 340 Gramm),kaufland,Konserven
250,Maggi Ein Teller Nudeltopf mit Fleischklößchen,"1,09 €","3,35 €",Preis pro 1 KG,(Dose 325 Gramm),kaufland,Konserven
251,"Spreewaldhof Schattenmorellen entsteint, gezuckert","1,49 €","2,07 €",Preis pro 1 Liter,(Glas 720 ML),kaufland,Konserven
252,Saupiquet Thunfisch Snack Tomate,"1,39 €","0,84 €",Preis pro 100 Gramm,(Dose 165 Gramm),kaufland,Konserven
253,Libbys Aprikosen Halbe Frucht,"2,49 €","2,93 €",Preis pro 1 Liter,(Dose 850 ML),kaufland,Konserven
254,"Hengstenberg Mildessa 3 Minuten herzhaft, 1-2 Portionen","1,19 €","0,38 €",Preis pro 100 Gramm,(Beutel 310 Gramm),kaufland,Konserven
255,"Hengstenberg Rotkohl traditionell, 2 Portionen","0,69 €","2,20 €",Preis pro 1 Liter,(Dose 314 ML),kaufland,Konserven
256,Hengstenberg Silberzwiebeln,"1,39 €","0,38 €",Preis pro 100 ml,(Glas 370 ML),kaufland,Konserven
257,Hengstenberg Karotten Salat,"1,39 €","0,38 €",Preis pro 100 ml,(Glas 370 ML),kaufland,Konserven
258,Eifel Deftige Gutsleberwurst,"1,59 €","0,80 €",Preis pro 100 Gramm,(Glas 200 Gramm),kaufland,Konserven
259,"Zimmermann Leberknödel Original Bayrische, 4 x 75 g","1,79 €","0,60 €",Preis pro 100 Gramm,(Packung 300 Gramm),kaufland,Konserven
260,Don Mario Pizzatomaten mit Basilikum,"0,75 €","1,76 €",Preis pro 1 Liter,(Dose 425 ML),kaufland,Konserven
261,Rügen Fisch Bücklingsfilets in pikantem Aufguss,"1,49 €","0,75 €",Preis pro 100 Gramm,(Dose 200 Gramm),kaufland,Konserven
262,"Libbys Natursüß Ananas in Scheiben, 10 Stück","1,79 €","3,09 €",Preis pro 1 Liter,(Dose 580 ML),kaufland,Konserven
263,Spreewaldhof Schlachtekraut fix und fertig in 3 Minuten,"0,99 €","2,83 €",Preis pro 1 KG,(Beutel 350 Gramm),kaufland,Konserven
264,Sonnen Bassermann Rindfleisch Nudeltopf,"1,95 €","2,44 €",Preis pro 1 KG,(Dose 800 Gramm),kaufland,Konserven
265,Erasco Erbsen-Eintopf Hubertus mit frischen Möhren & frischen Kartoffeln,"2,39 €","2,99 €",Preis pro 1 KG,(Dose 800 Gramm),kaufland,Konserven
266,Erasco Markklößchen-Topf mit leckerem Gemüse,"2,39 €","2,81 €",Preis pro 1 Liter,(Dose 850 ML),kaufland,Konserven
267,Erasco Reistopf mit Fleischklößchen,"2,39 €","2,99 €",Preis pro 1 KG,(Dose 800 Gramm),kaufland,Konserven
268,Saupiquet Thunfisch Snack Curry & Chili,"1,39 €","0,84 €",Preis pro 100 Gramm,(Dose 165 Gramm),kaufland,Konserven
269,Waldkauz Austernpilze,"1,89 €","0,60 €",Preis pro 100 ml,(Glas 314 ML),kaufland,Konserven
270,Odenwald Bio Schattenmorellen,"2,99 €","5,16 €",Preis pro 1 Liter,(Glas 580 ML),kaufland,Konserven
271,Kühne Fix & Fertig Grünkohl Der Schnelle,"1,99 €","0,00 €",Preis pro 1 KG,(Glas 720 ML),kaufland,Konserven
272,Golden Crown Guaven 1 / 2 Frucht,"1,79 €","0,00 €",Preis pro 1 KG,(Dose 425 ML),kaufland,Konserven
273,Stollenwerk Grünkohl,"0,75 €","0,00 €",Preis pro 1 KG,(Glas 720 ML),kaufland,Konserven
274,Spreewald Königin Wild Preiselbeeren,"0,99 €","0,27 €",Preis pro 100 ml,(Glas 370 ML),kaufland,Konserven
275,Bonduelle Champignons ganze Köpfe,"3,39 €","0,00 €",Preis pro 1 Liter,(Dose 800g),kaufland,Konserven
276,K Classic Williams-Christ-Birnen halbiert,"1,49 €","1,75 €",Preis pro 1 Liter,(Dose 850 ML),kaufland,Konserven
277,K Classic Der Große Fruchtgenuss Himbeeren gezuckert,"1,29 €","0,30 €",Preis pro 100 ml,(Glas 425 ML),kaufland,Konserven
278,K Bio Delikatess Rotkohl tafelfertig,"0,99 €","1,38 €",Preis pro 1 Liter,(Glas 720 ML),kaufland,Konserven
279,K Bio Geschälte Tomaten in eigenem Saft,"0,79 €","1,86 €",Preis pro 1 Liter,(Dose 425 ML),kaufland,Konserven
280,Saupiquet Thunfisch für Pasta Tomate,"2,59 €","1,62 €",Preis pro 100 Gramm,(Dose 160  Gramm),kaufland,Konserven
281,Appel Heringsfilets Tomate Mozzarella,"1,49 €","0,75 €",Preis pro 100 Gramm,(Dose 200  Gramm),kaufland,Konserven
282,Kühne Grünkohl nach Oldenburger Art,"1,69 €","0,00 €",Preis pro 1 KG,(Glas 720 ML),kaufland,Konserven
283,Saupiquet Thunfisch für Pasta Knoblauch & Peperoncino,"2,59 €","1,62 €",Preis pro 100 Gramm,(Dose 160  Gramm),kaufland,Konserven
284,Erasco Rindfleisch-Nudeltopf mit zarten Erbsen,"1,89 €","2,36 €",Preis pro 1 KG,(Dose 800 Gramm),kaufland,Konserven
285,Erasco Gemüse-Putentopf mit Schmetterlingsnudeln,"1,89 €","2,36 €",Preis pro 1 KG,(Dose 800 Gramm),kaufland,Konserven
286,Simon Gourmet Rindergulasch,"2,19 €","4,38 €",Preis pro 1 KG,(Dose 500 Gramm),kaufland,Konserven
287,"Oro Di Parma Tomaten passiert, mit Kräutern","1,19 €","2,80 €",Preis pro 1 Liter,(Dose 425 ML),kaufland,Konserven
288,Erasco Frischgemüse-Topf mit Fleischklößchen,"1,89 €","2,36 €",Preis pro 1 KG,(Dose 800 Gramm),kaufland,Konserven
289,Erasco Hackbällchen schwedische Art Köttbullar in cremiger Sauce,"2,39 €","2,99 €",Preis pro 1 KG,(Dose 800 Gramm),kaufland,Konserven
290,Buss  Zigeunertopf in pikanter Sauce,"1,49 €","1,86 €",Preis pro 1 KG,(Dose 800 Gramm),kaufland,Konserven
291,Sonnen Bassermann Mein Reistopf mit Fleischbällchen,"1,95 €","2,44 €",Preis pro 1 KG,(Dose 800 Gramm),kaufland,Konserven
292,Appel Heringsfilets Sweet Chili,"1,49 €","0,75 €",Preis pro 100 Gramm,(Dose 200 Gramm),kaufland,Konserven
293,BWF Serbischer Bohnentopf,"1,09 €","1,28 €",Preis pro 1 Liter,(Dose 850 ML),kaufland,Konserven
294,BWF Pilztopf,"1,35 €","1,59 €",Preis pro 1 Liter,(Dose 850 ML),kaufland,Konserven
295,Waldkauz  Stockschwämmchen,"0,99 €","0,32 €",Preis pro 100 ml,(Glas 314 ML),kaufland,Konserven
296,Waldkauz Pilztopf,"2,89 €","2,98 €",Preis pro 1 KG,(Glas 970 Gramm),kaufland,Konserven
297,Libbys Tortenpfirsiche in Schnitten,"1,99 €","2,34 €",Preis pro 1 Liter,(Dose 850 ML),kaufland,Konserven
298,Bonduelle Mung-Bohnenkeime,"1,09 €","2,56 €",Preis pro 1 Liter,(Dose 425 ML),kaufland,Konserven
299,Norda Thunfischröllchen Curry,"1,49 €","0,75 €",Preis pro 100 Gramm,(Dose 200 Gramm),kaufland,Konserven
300,La Comtess Venusmuscheln in Aufguss,"2,99 €","1,07 €",Preis pro 100 Gramm,(Dose 280 Gramm),kaufland,Konserven
301,Halberstäder Schmalzfleisch,"1,09 €","3,76 €",Preis pro 1 KG,(Dose 290 Gramm),kaufland,Konserven
302,Ferdi Fuchs Penne mit Wurstbällchen in Tomaten-Sauce,"1,69 €","2,11 €",Preis pro 1 KG,(Dose 800 Gramm),kaufland,Konserven
303,Buss  Hühner-Reistopf,"2,39 €","2,99 €",Preis pro 1 KG,(Dose 800 Gramm),kaufland,Konserven
304,Erasco Hühner-Reistopf mit frischen Möhren,"2,39 €","2,99 €",Preis pro 1 KG,(Dose 800 Gramm),kaufland,Konserven
305,Erasco Graupen-Topf mit frischen Möhren,"2,39 €","2,99 €",Preis pro 1 KG,(Dose 800 Gramm),kaufland,Konserven
306,Erasco Erbsen Eintopf mit Würstchen,"2,39 €","2,99 €",Preis pro 1 KG,(Dose 800 Gramm),kaufland,Konserven
307,Erasco Waldpilz-Gulaschtopf mit frischen Kartoffeln & bunter Paprika,"0,89 €","1,62 €",Preis pro 1 KG,(Dose 550 Gramm),kaufland,Konserven
308,Lausitzer Himbeeren,"1,95 €","0,57 €",Preis pro 100 Gramm,(Glas 340 Gramm),kaufland,Konserven
309,Hengstenberg 3 Minuten Apfel-Rotkohl 1-2 Portionen,"1,39 €","0,45 €",Preis pro 100 Gramm,(Beutel 310 Gramm),kaufland,Konserven
310,La Doria Weiße Riesenbohnen,"0,69 €","1,62 €",Preis pro 1 Liter,(Dose 425 ML),kaufland,Konserven
311,Thüringer Landgarten Sauerkraut mit Kasseler und Speck,"0,99 €","1,98 €",Preis pro 1 KG,(Glas 500 Gramm),kaufland,Konserven
312,Kochkönig 2 Kohlrouladen mit feiner Fleischfüllung,"2,69 €","3,36 €",Preis pro 1 KG,(Dose 800 Gramm),kaufland,Konserven
313,Manz Rondella feingewürztes Rotkraut,"1,19 €","2,16 €",Preis pro 1 KG,(Dose 550 Gramm),kaufland,Konserven
314,Döbelner Bockwürste im Naturdarm,"2,49 €","3,89 €",Preis pro 1 KG,"(Glas 640 Gramm, 5 x 80 g)",kaufland,Konserven
315,Lausitzer Oberlausitzer Beerencocktail gezuckert,"1,99 €","3,69 €",Preis pro 1 KG,(Glas 540 Gramm),kaufland,Konserven
316,Lausitzer Stachelbeeren,"2,39 €","3,32 €",Preis pro 1 Liter,(Glas 720 ML),kaufland,Konserven
317,Pilz Krone Pfifferlinge mittel,"1,69 €","2,35 €",Preis pro 1 Liter,(Glas 720 ML),kaufland,Konserven
318,Lausitzer Leichter Genuss Letcho mit Süßungsmittel,"2,15 €","5,06 €",Preis pro 1 Liter,(Dose 425 ML),kaufland,Konserven
319,Bonduelle Champignons Minis,"2,99 €","2,99 €",Preis pro 1 KG,(Dose 1000 Gramm),kaufland,Konserven
320,Heinz Beanz Fridge Pack,"1,99 €","2,62 €",Preis pro 1 Liter,(Dose 760 ML),kaufland,Konserven
321,"Oro Di Parma Tomaten passiert,","1,29 €","3,23 €",Preis pro 1 KG,(Flasche (Glas) 400 Gramm),kaufland,Konserven
322,Saupiquet Thunfisch in Sonnenblumenöl,"1,69 €","0,91 €",Preis pro 100 Gramm,(Dose 185 Gramm),kaufland,Konserven
323,Saphir Bio Erbseneintopf,"1,89 €","4,73 €",Preis pro 1 KG,(Dose 400 Gramm),kaufland,Konserven
324,La Perla Tropischer Fruchtcocktail leicht gezuckert,"0,99 €","2,22 €",Preis pro 1 Liter,(Dose 446 ML),kaufland,Konserven
325,Libbys Ananas Scheiben natursüß,"1,99 €","3,55 €",Preis pro 1 KG,(Dose 560 Gramm),kaufland,Konserven
326,Saupiquet Thunfisch Brotaufstrich Thunfisch & Oliven,"2,29 €","1,99 €",Preis pro 100 Gramm,(Dose 115 Gramm),kaufland,Konserven
327,Rügen Juwel Heringsfilets in Dill Kräuter Creme,"0,79 €","0,40 €",Preis pro 100 Gramm,( 200 Gramm),kaufland,Konserven
328,Rügen Juwel MSC Heringsfilets in Tomaten Creme,"0,79 €","0,40 €",Preis pro 100 Gramm,( 200 Gramm),kaufland,Konserven
329,Rügen Juwel MSC Heringsfilets in Tomaten Sauce light,"0,79 €","0,40 €",Preis pro 100 Gramm,( 200 Gramm),kaufland,Konserven
330,Kelles Altmärkische Hochzeitssuppe,"2,69 €","4,48 €",Preis pro 1 KG,(Glas 600 Gramm),kaufland,Konserven
331,Der Pommeraner Soljanka,"2,99 €","3,74 €",Preis pro 1 KG,(Dose 800 Gramm),kaufland,Konserven
332,Pilz Krone Butterpilze geschnitten,"2,69 €","3,28 €",Preis pro 1 KG,(Dose 820 Gramm),kaufland,Konserven
333,Libbys Auslese Ananas Scheiben,"1,99 €","4,68 €",Preis pro 1 KG,(Dose 425 Gramm),kaufland,Konserven
334,Allfair Ananas Scheiben Fairtrade,"1,59 €","3,83 €",Preis pro 1 KG,(Dose 415 Gramm),kaufland,Konserven
335,Stollenwerk Grünkohl gehackt,"0,99 €","1,24 €",Preis pro 1 KG,(Dose 800 Gramm),kaufland,Konserven
336,Larsen Dorschleber,"1,69 €","1,47 €",Preis pro 100 Gramm,(Dose 115 Gramm),kaufland,Konserven
337,Rügen Fisch Welsfilet in Tomate-Basilikum-Sauce,"1,99 €","1,59 €",Preis pro 100 Gramm,(Dose 125  Gramm),kaufland,Konserven
338,Rehm Echte Schurwalder Wurstkonserven Schwäbische Lyoner,"0,85 €","0,68 €",Preis pro 100 Gramm,(Dose 125 Gramm),kaufland,Konserven
339,Specht Gewürz Gurken knackig mit feiner Dillnote,"1,19 €","3,22 €",Preis pro 1 Liter,(Glas 370 ml),kaufland,Konserven
340,Axel Schulz Chili Con Carne,"2,79 €","13,95 €",Preis pro 1 KG,(Glas 200 Gramm),kaufland,Konserven
341,Simon Rindsrouladen,"3,49 €","6,98 €",Preis pro 1 KG,(Dose 500 Gramm),kaufland,Konserven
342,Campo Verde Weiße Bohnen,"1,49 €","0,43 €",Preis pro 100 Gramm,(Glas 350 Gramm),kaufland,Konserven
343,Campo Verde Bio Brechbohnen,"1,59 €","0,47 €",Preis pro 100 Gramm,(Glas 340 Gramm),kaufland,Konserven
344,Campo Verde Bio Zuckermais,"1,65 €","0,49 €",Preis pro 100 Gramm,(Glas 340 Gramm),kaufland,Konserven
345,Rügen Fisch Forellenfilet geräuchert,"1,99 €","1,81 €",Preis pro 100 Gramm,(Dose 110 Gramm),kaufland,Konserven
346,"Rügen Fisch Pfefferbücklingsfilets Geräuchert, mit Pfeffer","1,39 €","0,70 €",Preis pro 100 Gramm,(Dose 200 Gramm),kaufland,Konserven
347,Lutece Bio Champignons geschnitten,"1,89 €","0,60 €",Preis pro 100 ml,(Glas 314 ML),kaufland,Konserven
348,K Bio Tomatenpaprika geviertelt,"0,79 €","1,10 €",Preis pro 1 Liter,(Glas 720 ML),kaufland,Konserven
349,Stollenwerk Bohnen Junge große Bohnen,"0,79 €","1,10 €",Preis pro 1 Liter,(Glas 720 ML),kaufland,Konserven
350,Mayo Feinkost Lachsfilet Zitrone,"1,99 €","1,05 €",Preis pro 100 Gramm,(Dose 190 Gramm),kaufland,Konserven
351,Mayo Feinkost Lachsfilet Natur,"1,99 €","1,05 €",Preis pro 100 Gramm,(Dose 190 Gramm),kaufland,Konserven
352,Norda Heringsfilets in feuriger Mexico-Sauce,"1,15 €","0,58 €",Preis pro 100 Gramm,(Dose 200 Gramm),kaufland,Konserven
353,Larsen Makrelenfilets Dänen-Frühstück,"1,99 €","1,81 €",Preis pro 100 Gramm,(Dose 110 Gramm),kaufland,Konserven
354,Appel Wellness Heringfilets Balance,"1,49 €","0,75 €",Preis pro 100 Gramm,(Dose 200 Gramm),kaufland,Konserven
355,"Saupiquet Thunfisch-Stücke naturale, ohne Öl","0,99 €","0,54 €",Preis pro 100 Gramm,(Dose 185 Gramm),kaufland,Konserven
356,Lena Lychees,"1,09 €","1,88 €",Preis pro 1 Liter,(Dose 580  ML),kaufland,Konserven
357,Appel Heringsfilets in Gewürz-Ketchup,"1,49 €","0,75 €",Preis pro 100 Gramm,(Dose 200 Gramm),kaufland,Konserven
358,Appel Hering zarte Filets Tomate-Barbecue,"1,49 €","0,75 €",Preis pro 100 Gramm,(Dose 200 Gramm),kaufland,Konserven
359,Appel Heringsfilets Tomate Burgunder Art,"1,49 €","0,75 €",Preis pro 100 Gramm,(Dose 200 Gramm),kaufland,Konserven
360,Appel Heringsfilets in Paprika-Creme,"1,49 €","0,75 €",Preis pro 100 Gramm,(Dose 200 Gramm),kaufland,Konserven
361,Schypke Delikatess Truthahngulasch,"2,49 €","0,50 €",Preis pro 100 Gramm,(Dose 500 Gramm),kaufland,Konserven
362,Conserval Sumaco Makrelen in Tomatensauce,"0,49 €","0,39 €",Preis pro 100 Gramm,(Dose 125 Gramm),kaufland,Konserven
363,Mayo Feinkost Lachsfilet Dill,"1,99 €","1,05 €",Preis pro 100 Gramm,(Dose 190 Gramm),kaufland,Konserven
364,Mayo Feinkost Lachsfilet in italienischer Tomatensauce,"1,99 €","1,05 €",Preis pro 100 Gramm,(Dose 190 Gramm),kaufland,Konserven
365,Simon 2 Balkan Rouladen 2 Stück,"1,99 €","3,98 €",Preis pro 1 KG,(Dose 500 Gramm),kaufland,Konserven
366,Yano Rindgulasch,"1,39 €","4,63 €",Preis pro 1 KG,(Dose 300 Gramm),kaufland,Konserven
367,Müllers Hausmacher Leberwurst,"0,99 €","0,50 €",Preis pro 100 Gramm,(Glas 200 Gramm),kaufland,Konserven
368,Larsen Makrelenfilet Pfeffer,"1,99 €","1,05 €",Preis pro 100 Gramm,(Dose 190 Gramm),kaufland,Konserven
369,Larsen Makrelenfilet geräuchert,"1,99 €","1,05 €",Preis pro 100 Gramm,(Dose 190 Gramm),kaufland,Konserven
370,Larsen Bücklingsfilet in Pflanzenöl,"1,99 €","1,05 €",Preis pro 100 Gramm,(Dose 190 Gramm),kaufland,Konserven
371,Picanta Puszta Salat,"0,95 €","1,79 €",Preis pro 1 KG,(Glas 530 Gramm),kaufland,Konserven
372,"Poppenburger Bock Wurst in zarter Eigenhaut, 5 Stück","1,49 €","3,20 €",Preis pro 1 KG,(Glas 465 Gramm),kaufland,Konserven
373,Followfish Thunfisch Filets in Olivenöl,"2,89 €","1,56 €",Preis pro 100 Gramm,(Dose 185 Gramm),kaufland,Konserven
374,Fitini Schattenmorellen entsteint,"1,59 €","4,30 €",Preis pro 1 Liter,(Glas 370 ML),kaufland,Konserven
375,Kaymo Stangenspargel,"1,77 €","0,25 €",Preis pro 100 ml,(Glas 720 ML),kaufland,Konserven
376,Keunecke Frikassee,"2,29 €","5,73 €",Preis pro 1 KG,(Dose 400 Gramm),kaufland,Konserven
377,Keunecke Rindertafelspitz,"3,49 €","11,63 €",Preis pro 1 KG,(Dose 300 Gramm),kaufland,Konserven
378,"Dieter und Daisy Fruchtmus Apfel Erdbeere, 4 x 100 g","1,49 €","3,73 €",Preis pro 1 KG,(Packung 400 Gramm),kaufland,Konserven
379,"Dieter und Daisy Fruchtmus Apfel Banane, 4 x 100 g","1,49 €","3,73 €",Preis pro 1 KG,(Packung 400 Gramm),kaufland,Konserven
380,Thüringer Landgarten Sauerkraut,"0,99 €","1,46 €",Preis pro 1 KG,(Glas 680 Gramm),kaufland,Konserven
381,Jazai Chinagemüse,"1,09 €","0,33 €",Preis pro 100 Gramm,(Glas 330 Gramm),kaufland,Konserven
382,Jazai Mungobohnenkeimlinge,"0,89 €","0,24 €",Preis pro 100 ml,(Glas 370 ML),kaufland,Konserven
383,Fitini Apfelmus,"1,29 €","0,38 €",Preis pro 100 Gramm,(Glas 340 Gramm),kaufland,Konserven
384,Knorr Gulaschtopf,"1,89 €","4,85 €",Preis pro 1 KG,(Beutel 390 Gramm),kaufland,Konserven
385,Rügen Fisch Feinschmeckerplatte mit Gemüsebeilage in delikater Sauce,"0,95 €","0,48 €",Preis pro 100 Gramm,(Dose 200 Gramm),kaufland,Konserven
386,"Rehm Echte Schurwalder Wurstkonserven Schwäbische Bratwurst, grob","1,79 €","0,90 €",Preis pro 100 Gramm,(Dose 200 Gramm),kaufland,Konserven
387,Rehm Echte Schurwalder Wurstkonserven Schwäbische Landrotwurst,"0,69 €","0,55 €",Preis pro 100 Gramm,(Dose 125 Gramm),kaufland,Konserven
388,Rehm Echte Schurwalder Wurstkonserven Schwäbische Schinkenwurst,"0,69 €","0,55 €",Preis pro 100 Gramm,(Dose 125 Gramm),kaufland,Konserven
389,Omnimax Land Diele Hähnchenfleisch im eigenen Saft,"2,69 €","0,00 €",Preis pro 100 Gramm,(Dose 400 Gramm),kaufland,Konserven
390,Rehm Echte Schurwalder Wurstkonserven Schinkenkrakauer,"1,89 €","0,95 €",Preis pro 100 Gramm,(Dose 200 Gramm),kaufland,Konserven
391,Lorado Lychees leicht gezuckert,"1,59 €","2,74 €",Preis pro 1 Liter,(Dose 580 ML),kaufland,Konserven
392,Fitini Apfelkompott mit Stücken,"1,49 €","0,40 €",Preis pro 100 ml,(Glas 370 ML),kaufland,Konserven
393,Keunecke Soljanka,"1,89 €","4,73 €",Preis pro 1 KG,(Dose 400 Gramm),kaufland,Konserven
394,Rügen-Krone Bücklingsfilets in feinem Pflanzenoel und eigenem Saft,"1,99 €","4,98 €",Preis pro 1 KG,(Dose 400 Gramm),kaufland,Konserven
395,Omnimax Land Diele Putengulasch,"3,29 €","4,11 €",Preis pro 1 KG,(Dose 800 Gramm),kaufland,Konserven
396,"Omnimax Land Diele Frikadellen in Bratensoße, 6 Stück","4,29 €","1,07 €",Preis pro 100 Gramm,(Dose 400 Gramm),kaufland,Konserven
397,Keunecke Hirschgulasch,"3,19 €","7,98 €",Preis pro 1 KG,(Dose 400 Gramm),kaufland,Konserven
398,Yano Rinderrouladen 2 Stück,"4,99 €","1,88 €",Preis pro 1 KG,(Dose 2650 Gramm),kaufland,Konserven
399,Lutece Champignons 3. Wahl - geschnitten,"2,49 €","0,01 €",Preis pro 1 KG,(Dose 440 KG),kaufland,Konserven
400,Valenzi Wild-Preiselbeer Traum,"0,99 €","2,68 €",Preis pro 1 Liter,(Glas 370ml),kaufland,Konserven
401,Spreewald Königin,"1,49 €","0,75 €",Preis pro 100 Gramm,(Dose 200 Gramm),kaufland,Konserven
402,Appel Heringsfilet in Eier-Senf-Creme,"1,49 €","3,51 €",Preis pro 1 Liter,(Dose 425 ML),kaufland,Konserven
403,daucy Ratatouille,"1,19 €","0,95 €",Preis pro 100 Gramm,(Packung 125 Gramm),kaufland,Konserven
404,Ostsee Fisch Sprotten geräuchert,"0,95 €","0,79 €",Preis pro 100 Gramm,(Dose 120 Gramm),kaufland,Konserven
405,Rügen Fisch Heringsfilethappen in pikanter Barbecue-Sauce,"0,95 €","0,79 €",Preis pro 100 Gramm,(Dose 120 Gramm),kaufland,Konserven
406,Rügen Fisch Heringsfilethappen in Spargel-Sauce mit Erbsen,"0,99 €","0,83 €",Preis pro 100 Gramm,(Dose 120 Gramm),kaufland,Konserven
407,Rügen Fisch Heringsfilethappen in Mango-Curry-Sauce,"4,79 €","1,53 €",Preis pro 100 ml,(Glas 314 ML),kaufland,Konserven
408,Krini Kichererbsen naturel,"1,69 €","1,99 €",Preis pro 1 Liter,(Dose 850 ML),kaufland,Konserven
409,Omnimax Land Diele Truthahnfleisch im eigenen Saft,"1,29 €","0,43 €",Preis pro 100 Gramm,(Dose 300 Gramm),kaufland,Konserven
410,Simon Hackbraten in einer delikaten Bratensauce,"3,59 €","4,49 €",Preis pro 1 KG,(Dose 800 Gramm),kaufland,Konserven
411,Halberstäder  5 Klopse in Jägersauße,"2,49 €","6,23 €",Preis pro 1 KG,(Dose 400 Gramm),kaufland,Konserven
412,Wikinger Ragout Fin,"1,59 €","3,98 €",Preis pro 1 KG,(Dose 400 Gramm),kaufland,Konserven
413,Bellita Ragout fin,"1,49 €","3,73 €",Preis pro 1 KG,(Dose 400 Gramm),kaufland,Konserven
414,Keunecke Grünkohl mit Knacker,"1,66 €","4,15 €",Preis pro 1 KG,(Dose 400 Gramm),kaufland,Konserven
415,Sachsen Gold 2 Senf-Eier in pikanter Senfsosse,"1,59 €","3,98 €",Preis pro 1 KG,(Dose 400 Gramm),kaufland,Konserven
416,Omnimax Land Diele Zigeuner Topf feurig,"1,79 €","4,48 €",Preis pro 1 KG,(Dose 400 Gramm),kaufland,Konserven
417,Omnimax Land Diele Jäger Topf vom Schwein,"1,79 €","4,48 €",Preis pro 1 KG,(Dose 400 Gramm),kaufland,Konserven
418,Norda Thunfischröllchen Gewürz Ketchup,"1,49 €","0,75 €",Preis pro 100 Gramm,(Dose 200 Gramm),kaufland,Konserven
419,Norda Thunfischröllchen Hot Chilli,"1,49 €","0,75 €",Preis pro 100 Gramm,(Dose 200 Gramm),kaufland,Konserven
420,Norda Thunfischröllchen Asia,"1,49 €","0,75 €",Preis pro 100 Gramm,(Dose 200 Gramm),kaufland,Konserven
421,Eifeler Rheinischer Sauerbraten,"2,99 €","7,48 €",Preis pro 1 KG,(Dose 400 Gramm),kaufland,Konserven
422,Döbelner Wellfleisch,"2,19 €","0,38 €",Preis pro 100 Gramm,(Glas 580 Gramm),kaufland,Konserven
423,Halberstäder Wurst-Soljanka mit Fleischbrühe gekocht,"2,49 €","3,11 €",Preis pro 1 Liter,(Dose 800 ML),kaufland,Konserven
424,Norda Heringsfilets in Senf Creme,"1,09 €","0,55 €",Preis pro 100 Gramm,(Dose 200 Gramm),kaufland,Konserven
425,Buss  Chili con Carne mit Kidneybohnen,"1,39 €","2,24 €",Preis pro 1 KG,(Dose 620 Gramm),kaufland,Konserven
426,Buss  Schweine-Gulaschtopf mit Nudeln,"1,69 €","0,68 €",Preis pro 100 Gramm,(Glas 250 Gramm),kaufland,Konserven
427,Meisters Frühstücksfleisch grob gewiegt,"0,99 €","0,28 €",Preis pro 100 Gramm,(Packung 350 Gramm),kaufland,Konserven
428,Crespo Oliven Schwarz mit Stein,"1,25 €","1,74 €",Preis pro 1 Liter,(Glas 720  ML),kaufland,Konserven
429,Spreewaldhof Spreewälder Sauerkraut mit feinen Karottenstreifen,"1,15 €","1,60 €",Preis pro 1 Liter,(Glas 720 ML),kaufland,Konserven
430,Stollenwerk Porree geschnitten,"0,99 €","4,67 €",Preis pro 1 Liter,(Glas 212 ML),kaufland,Konserven
431,Fructus Kohlrabi in Streifen,"0,99 €","4,67 €",Preis pro 1 Liter,(Glas 212 ML),kaufland,Konserven
432,So gut Gemüsesnack Gemüsesalat italienische Art,"0,99 €","4,67 €",Preis pro 1 Liter,(Glas 212 ML),kaufland,Konserven
